IncidentNumber,CalendarYear,MonthText,Type,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,VehiclePowerType,VehicleManufacturer,IncGeo_BoroughName,IncGeo_WardName,IncGeo_WardCode,Lithium batteries mentioned in report?
171078-17102022,2022,Oct,Car ,Other,Not known,None,Petrol/Electric Hybrid,Toyota,ENFIELD,RIDGEWAY,E05013690,No
171829-18102022,2022,Oct,Car ,Not applicable,Liquids; petrol/oil related,Internal Fittings,Petrol/Electric Hybrid,Range Rover,WANDSWORTH,LAVENDER,E05014014,No
172140-19102022,2022,Oct,Other Lithium Battery,Electricity,Battery charger,Other item,NULL,NULL,TOWER HAMLETS,CANARY WHARF,E05009323,Yes
172286-19102022,2022,Oct,e-bike,Not applicable,Matches,Plastic - raw material only,Electric batteries,UNKNOWN,BARKING AND DAGENHAM,NORTHBURY,E05014066,No
172998-20102022,2022,Oct,e-bike,Electricity,E-Bike,Other item,NULL,NULL,CAMDEN,GOSPEL OAK,E05013658,Yes
173476-21102022,2022,Oct,Bus/coach ,Not applicable,Wheels or brakes,Rubber - raw material only,Diesel/Electric Hybrid,UNKNOWN,HARINGEY,TOTTENHAM CENTRAL,E05013601,No
173763-22102022,2022,Oct,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HARINGEY,SEVEN SISTERS,E05013598,No
174488-23102022,2022,Oct,e-scooter,Electricity,E-Scooter,Unspecified internal fitting/part of structure,NULL,NULL,SOUTHWARK,FARADAY,E05011102,Yes
174729-23102022,2022,Oct,Car ,Unknown,Not known,Other item,Petrol/Electric Hybrid,Toyota,KINGSTON UPON THAMES,KING GEORGE'S & SUNRAY,E05013936,No
176595-26102022,2022,Oct,Car ,Electricity,"Wiring, cabling, plugs",Wiring insulation,Petrol/Electric Hybrid,BMW,EALING,SOUTH ACTON,E05013536,No
176939-27102022,2022,Oct,e-bike,Electricity,"Batteries, generators",Petrol/Oil products,NULL,NULL,HARINGEY,HARRINGAY,E05013590,No
177079-27102022,2022,Oct,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,GREENWICH,GREENWICH PARK,E05014081,Yes
177297-28102022,2022,Oct,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HILLINGDON,BELMORE,E05013564,Yes
178034-29102022,2022,Oct,e-bike,Electricity,E-Bike,Wiring insulation,Electric batteries,UNKNOWN,HARINGEY,HARRINGAY,E05013590,Yes
179308-31102022,2022,Oct,e-bike,Electricity,Battery charger,Wiring insulation,NULL,NULL,CROYDON,THORNTON HEATH,E05011486,No
182577-06112022,2022,Nov,Other Lithium Battery,Electricity,Lift,Plastic - raw material only,NULL,NULL,HARROW,MARLBOROUGH,E05013553,Yes
182592-06112022,2022,Nov,Other Lithium Battery,Unknown,Other,Other wooden item,NULL,NULL,CAMDEN,BLOOMSBURY,E05013653,Yes
183365-07112022,2022,Nov,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,EALING,WALPOLE,E05013541,Yes
184108-09112022,2022,Nov,e-bike,Electricity,E-Bike,Capacitor,NULL,NULL,EALING,NORTH ACTON,E05013527,No
184777-10112022,2022,Nov,e-scooter,Electricity,E-Scooter,Printed circuit board,NULL,NULL,BRENT,WEMBLEY HILL,E05013515,Yes
184967-10112022,2022,Nov,e-bike,Electricity,E-Bike,Other item,NULL,NULL,SOUTHWARK,PECKHAM RYE,E05011111,No
185828-12112022,2022,Nov,e-bike,Electricity,E-Bike,Chemicals in raw state,NULL,NULL,HARINGEY,SOUTH TOTTENHAM,E05013599,No
186097-12112022,2022,Nov,Car ,Not applicable,"Engine, fuel line or pump",Other furniture,Petrol/Electric Hybrid,Other,SUTTON,CARSHALTON SOUTH & CLOCKHOUSE,E05013757,No
186488-13112022,2022,Nov,e-scooter,Electricity,E-Scooter,Wiring insulation,NULL,NULL,BARNET,UNDERHILL,E05013647,Yes
187466-14112022,2022,Nov,e-bike,Electricity,E-Bike,Unspecified internal fitting/part of structure,NULL,NULL,TOWER HAMLETS,BETHNAL GREEN,E05009317,Yes
187611-15112022,2022,Nov,Other road vehicle,Unknown,Other industrial equipment,Other item,Petrol/Electric Hybrid,NULL,HARINGEY,NORTHUMBERLAND PARK,E05013596,No
190884-21112022,2022,Nov,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,ENFIELD,BRIMSDOWN,E05013674,No
191023-21112022,2022,Nov,Other Lithium Battery,Electricity,Battery charger,Other paper product,NULL,NULL,NEWHAM,EAST HAM SOUTH,E05013910,Yes
191326-22112022,2022,Nov,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,HARINGEY,WHITE HART LANE,E05013604,Yes
193215-26112022,2022,Nov,e-scooter,Electricity,Battery charger,Other item,NULL,NULL,HARINGEY,NOEL PARK,E05013595,Yes
193492-26112022,2022,Nov,e-bike,NULL,NULL,NULL,NULL,NULL,NEWHAM,STRATFORD,E05013924,Yes
193614-26112022,2022,Nov,e-bike,Electricity,E-Bike,Printed circuit board,NULL,NULL,WALTHAM FOREST,VALLEY,E05013901,No
193731-27112022,2022,Nov,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,TOWER HAMLETS,MILE END,E05009327,No
196062-01122022,2022,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,TOWER HAMLETS,WEAVERS,E05009335,Yes
197187-03122022,2022,Dec,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,EALING,SOUTHALL BROADWAY,E05013537,No
198027-05122022,2022,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Rubbish/Waste material,NULL,NULL,HILLINGDON,SOUTH RUISLIP,E05013579,Yes
198745-06122022,2022,Dec,Other Lithium Battery,NULL,NULL,NULL,NULL,NULL,TOWER HAMLETS,ST. PETER'S,E05009331,Yes
199571-08122022,2022,Dec,Bus/coach ,Not applicable,"Engine, fuel line or pump",Internal Fittings,Diesel/Electric Hybrid,UNKNOWN,HOUNSLOW,HESTON CENTRAL,E05013617,No
200131-09122022,2022,Dec,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,KINGSTON UPON THAMES,COOMBE HILL,E05013932,No
200393-09122022,2022,Dec,Van ,Unknown,Not known,None,Diesel/Electric Hybrid,Vauxhall/GM,ISLINGTON,TOLLINGTON,E05013712,No
200893-10122022,2022,Dec,e-scooter,Not applicable,Cigarette,Bedding,NULL,NULL,CAMDEN,HOLBORN & COVENT GARDEN,E05013662,No
201733-11122022,2022,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Clothing,NULL,NULL,WESTMINSTER,WEST END,E05013808,Yes
202363-12122022,2022,Dec,Motorcycle ,Not applicable,Matches,Wiring insulation,Petrol/Electric Hybrid,Honda,RICHMOND UPON THAMES,HEATHFIELD,E05013781,No
203196-14122022,2022,Dec,e-bike,Electricity,E-Bike,Printed circuit board,NULL,NULL,HOUNSLOW,BRENTFORD WEST,E05013608,No
205423-17122022,2022,Dec,Bus/coach ,Not applicable,"Engine, fuel line or pump",Internal Fittings,Diesel/Electric Hybrid,Volvo,EALING,GREENFORD BROADWAY,E05013523,No
206525-18122022,2022,Dec,Motorcycle ,Unknown,Not known,Rubber - raw material only,Petrol/Electric Hybrid,UNKNOWN,GREENWICH,WOOLWICH ARSENAL,E05014092,No
207462-19122022,2022,Dec,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,NULL,LEWISHAM,DEPTFORD,E05013719,No
209467-22122022,2022,Dec,e-bike,Gas - mains,Other,Rubber - raw material only,Unknown,UNKNOWN,HOUNSLOW,CHISWICK RIVERSIDE,E05013611,No
209977-23122022,2022,Dec,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Hyundai,GREENWICH,PLUMSTEAD & GLYNDON,E05014087,No
210657-24122022,2022,Dec,Lorry/HGV ,Unknown,Not known,Rubbish/Waste material,Electric batteries,NULL,GREENWICH,ELTHAM TOWN & AVERY HILL,E05014079,No
211274-26122022,2022,Dec,e-bike,Electricity,E-Bike,Printed circuit board,Diesel/Biodiesel,Nissan,BROMLEY,DARWIN,E05013996,No
211426-26122022,2022,Dec,Car ,Electricity,Not known,Not known,Electric batteries,Nissan,WANDSWORTH,WEST PUTNEY,E05014030,No
211670-27122022,2022,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Other textiles,NULL,NULL,HAVERING,ST. ANDREW'S,E05013982,Yes
211830-27122022,2022,Dec,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,GREENWICH,GREENWICH PARK,E05014081,No
000373-01012023,2023,Jan,e-bike,Electricity,E-Bike,Printed circuit board,Unknown,UNKNOWN,NEWHAM,PLAISTOW NORTH,E05013918,No
000503-01012023,2023,Jan,e-bike,Electricity,E-Bike,Internal Fittings,NULL,NULL,SOUTHWARK,SOUTH BERMONDSEY,E05011116,No
001141-03012023,2023,Jan,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,NEWHAM,WEST HAM,E05013927,Yes
001325-03012023,2023,Jan,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,ISLINGTON,FINSBURY PARK,E05013703,No
001454-03012023,2023,Jan,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CROYDON,NORBURY PARK,E05011473,Yes
002009-05012023,2023,Jan,e-bike,Electricity,E-Bike,Other item,Electric batteries,UNKNOWN,WESTMINSTER,ST. JAMES'S,E05013806,No
002344-05012023,2023,Jan,Other road vehicle,Not applicable,Other non-electrical vehicle fault,Plastic - raw material only,Electric batteries,Other,HILLINGDON,HEATHROW VILLAGES,E05013570,No
002432-06012023,2023,Jan,Bus/coach ,Unknown,Not known,Not known,Diesel/Electric Hybrid,UNKNOWN,HAVERING,RAINHAM & WENNINGTON,E05013979,No
004087-09012023,2023,Jan,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,Other,REDBRIDGE,ALDBOROUGH,E05011234,No
004683-10012023,2023,Jan,Car ,Electricity,"Batteries, generators",Plastic - raw material only,Diesel/Electric Hybrid,BMW,GREENWICH,MIDDLE PARK & HORN PARK,E05014085,Yes
004817-11012023,2023,Jan,Motorcycle ,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,NULL,SOUTHWARK,RYE LANE,E05011113,No
004855-11012023,2023,Jan,Other Lithium Battery,Not applicable,Other,Rubbish/Waste material,Diesel/Biodiesel,NULL,ISLINGTON,CALEDONIAN,E05013700,Yes
005334-12012023,2023,Jan,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CAMDEN,BLOOMSBURY,E05013653,Yes
007211-16012023,2023,Jan,e-bike,Electricity,E-Bike,None,Electric batteries,NULL,BRENT,ROUNDWOOD,E05013509,No
007664-17012023,2023,Jan,Other road vehicle,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,UNKNOWN,HILLINGDON,HEATHROW VILLAGES,E05013570,No
008074-18012023,2023,Jan,Bus/coach ,Not applicable,Wheels or brakes,Rubber - raw material only,Diesel/Electric Hybrid,UNKNOWN,BARKING AND DAGENHAM,WHALEBONE,E05014071,No
009842-21012023,2023,Jan,e-bike,Electricity,"Batteries, generators",Garden shed,NULL,NULL,NEWHAM,PLAISTOW SOUTH,E05013919,Yes
009876-21012023,2023,Jan,e-scooter,Electricity,E-Scooter,Wiring insulation,NULL,NULL,LAMBETH,STREATHAM HILL EAST,E05014113,Yes
010721-22012023,2023,Jan,Other Lithium Battery,Electricity,Battery charger,Plastic - raw material only,NULL,NULL,EALING,WALPOLE,E05013541,Yes
011105-23012023,2023,Jan,e-scooter,Electricity,Vehicle electrical fault,Internal Fittings,Electric batteries,UNKNOWN,TOWER HAMLETS,SPITALFIELDS & BANGLATOWN,E05009333,No
011298-23012023,2023,Jan,Other Lithium Battery,Electricity,Other,Internal Fittings,NULL,NULL,ENFIELD,BRIMSDOWN,E05013674,Yes
011757-24012023,2023,Jan,Other road vehicle,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,Other,HILLINGDON,HEATHROW VILLAGES,E05013570,No
012469-25012023,2023,Jan,Bus/coach ,Electricity,Vehicle electrical fault,Not known,Electric batteries,Other,BARNET,FRIERN BARNET,E05013640,No
012988-26012023,2023,Jan,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,WESTMINSTER,PIMLICO SOUTH,E05013803,Yes
013629-28012023,2023,Jan,Trailer (not attached to tractor unit),Electricity,Vehicle electrical fault,Plastic - raw material only,Diesel/Electric Hybrid,Other,HAVERING,BEAM PARK,E05013967,No
014983-30012023,2023,Jan,Car ,Not applicable,"Engine, fuel line or pump",External fittings,Petrol/Electric Hybrid,Hyundai,BARNET,EAST BARNET,E05013635,No
016515-02022023,2023,Feb,Car ,Not applicable,Exhausts,Internal Fittings,Diesel/Electric Hybrid,Jaguar/Daimler,HARROW,GREENHILL,E05013546,No
016738-03022023,2023,Feb,Motorcycle ,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,NULL,SOUTHWARK,NUNHEAD & QUEEN'S ROAD,E05011108,No
017016-03022023,2023,Feb,e-bike,Electricity,"Batteries, generators",Wiring insulation,Unknown,Other,BARKING AND DAGENHAM,VILLAGE,E05014070,No
018184-05022023,2023,Feb,Bus/coach ,Not applicable,Exhausts,Other item,Diesel/Electric Hybrid,Volvo,MERTON,ABBEY,E05013810,No
019244-07022023,2023,Feb,Car ,Unknown,Unknown vehicle fault,Foam - raw material only,Diesel/Electric Hybrid,Range Rover,HOUNSLOW,CHISWICK GUNNERSBURY,E05013609,No
019298-07022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,Electric batteries,Other,NEWHAM,STRATFORD,E05013924,Yes
019430-08022023,2023,Feb,Car ,Electricity,Vehicle electrical fault,Internal Fittings,Petrol/Electric Hybrid,Toyota,NEWHAM,WALL END,E05013926,No
019446-08022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,NEWHAM,GREEN STREET EAST,E05013913,Yes
019873-09022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,REDBRIDGE,HAINAULT,E05011245,Yes
021388-12022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,CROYDON,ADDISCOMBE WEST,E05011463,No
021562-12022023,2023,Feb,e-bike,Electricity,"Batteries, generators",Internal Fittings,Electric batteries,Other,CAMDEN,KILBURN,E05013665,No
021951-13022023,2023,Feb,Other Lithium Battery,Electricity,"Batteries, generators",Printed circuit board,NULL,NULL,BRENT,KINGSBURY,E05013504,Yes
023486-16022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,BRENT,WILLESDEN GREEN,E05013517,Yes
023965-17022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,BRENT,STONEBRIDGE,E05013510,Yes
024309-17022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,CONINGHAM,E05013737,Yes
024492-17022023,2023,Feb,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,TOWER HAMLETS,WHITECHAPEL,E05009336,Yes
024763-18022023,2023,Feb,Car ,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,Range Rover,WALTHAM FOREST,HIGHAM HILL,E05013892,No
025399-19022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,Unknown,UNKNOWN,REDBRIDGE,GOODMAYES,E05011244,No
025686-20022023,2023,Feb,e-scooter,Electricity,E-Scooter,Internal Fittings,NULL,NULL,CROYDON,SELSDON VALE & FORESTDALE,E05011481,No
026399-22022023,2023,Feb,Car ,Electricity,"Wiring, cabling, plugs",Rubber - raw material only,Petrol/Electric Hybrid,Volkswagen,BRENT,STONEBRIDGE,E05013510,No
026507-22022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,LEWISHAM,LEE GREEN,E05013726,Yes
026835-23022023,2023,Feb,e-scooter,Not applicable,Other,Plastic - raw material only,NULL,NULL,CROYDON,SELHURST,E05011479,Yes
027077-23022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,SPITALFIELDS & BANGLATOWN,E05009333,Yes
027739-24022023,2023,Feb,e-bike,Unknown,Not known,Plastic - raw material only,Electric batteries,UNKNOWN,HOUNSLOW,CHISWICK GUNNERSBURY,E05013609,No
027886-25022023,2023,Feb,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,MILE END,E05009327,Yes
027965-25022023,2023,Feb,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,SOUTHWARK,NORTH WALWORTH,E05011107,Yes
031287-04032023,2023,Mar,Towing caravan (not on tow or on site),Unknown,Not known,Other textiles,Electric batteries,UNKNOWN,ENFIELD,JUBILEE,E05013684,No
031486-04032023,2023,Mar,e-bike,Electricity,E-Bike,Capacitor,NULL,NULL,LEWISHAM,CROFTON PARK,E05013718,No
031817-05032023,2023,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,SHADWELL,E05009332,Yes
032227-05032023,2023,Mar,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,BRENT,WEMBLEY HILL,E05013515,No
033652-09032023,2023,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,ISLINGTON,FINSBURY PARK,E05013703,No
035337-12032023,2023,Mar,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,LEWISHAM,DEPTFORD,E05013719,No
035512-12032023,2023,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,LILLIE,E05013742,No
038585-18032023,2023,Mar,e-cigarette,Electricity,e-Smoking equipment,Plastic - raw material only,NULL,NULL,BARKING AND DAGENHAM,CHADWELL HEATH,E05014058,No
038822-19032023,2023,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,LEWISHAM,DEPTFORD,E05013719,Yes
040103-21032023,2023,Mar,e-bike,NULL,NULL,NULL,NULL,NULL,HACKNEY,HACKNEY DOWNS,E05009373,No
040168-21032023,2023,Mar,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,Other,TOWER HAMLETS,LANSBURY,E05009325,No
040224-22032023,2023,Mar,Car ,Not applicable,Liquids; petrol/oil related,Petrol/Oil products,Petrol/Electric Hybrid,BMW,HILLINGDON,HAYES TOWN,E05013569,No
040689-22032023,2023,Mar,Car ,Electricity,"Wiring, cabling, plugs",Other item,Petrol/Electric Hybrid,Toyota,TOWER HAMLETS,STEPNEY GREEN,E05009334,No
040767-23032023,2023,Mar,e-scooter,Electricity,"Batteries, generators",Other item,NULL,NULL,WALTHAM FOREST,HOE STREET,E05013893,Yes
041656-25032023,2023,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Gases,NULL,NULL,ENFIELD,UPPER EDMONTON,E05013694,Yes
042574-27032023,2023,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,BROMLEY,BECKENHAM TOWN & COPERS COPE,E05013987,Yes
043052-28032023,2023,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,LAMBETH,OVAL,E05014108,Yes
043620-29032023,2023,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Other item,Diesel/Biodiesel,NULL,BEXLEY,WEST HEATH,E05011233,Yes
044155-30032023,2023,Mar,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,HARINGEY,WEST GREEN,E05013603,Yes
044547-31032023,2023,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,EALING,NORTH ACTON,E05013527,Yes
044785-31032023,2023,Mar,e-bike,Electricity,E-Bike,Wiring insulation,Electric batteries,Other,SOUTHWARK,FARADAY,E05011102,No
046046-03042023,2023,Apr,Other Lithium Battery,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,HAMMERSMITH AND FULHAM,BROOK GREEN,E05013735,Yes
046110-03042023,2023,Apr,Van ,Electricity,"Wiring, cabling, plugs",Internal Fittings,Diesel/Electric Hybrid,Renault,CAMDEN,CAMDEN SQUARE,E05013654,No
046121-03042023,2023,Apr,e-scooter,Electricity,E-Scooter,Unspecified internal fitting/part of structure,Electric batteries,UNKNOWN,HAVERING,RAINHAM & WENNINGTON,E05013979,No
046899-04042023,2023,Apr,e-bike,Electricity,E-Bike,Printed circuit board,Electric batteries,Other,WALTHAM FOREST,VALLEY,E05013901,No
047050-05042023,2023,Apr,Other Lithium Battery,Electricity,Other appliance or equipment,Other item,NULL,NULL,EALING,NORTHFIELD,E05013530,Yes
047590-06042023,2023,Apr,e-bike,Electricity,E-Bike,Not known,NULL,NULL,EALING,GREENFORD BROADWAY,E05013523,Yes
048613-08042023,2023,Apr,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BRENT,WEMBLEY HILL,E05013515,Yes
048668-08042023,2023,Apr,Other Lithium Battery,Electricity,Other,Other item,NULL,NULL,SOUTHWARK,DULWICH VILLAGE,E05011100,Yes
049057-08042023,2023,Apr,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HACKNEY,STOKE NEWINGTON,E05009385,No
049144-09042023,2023,Apr,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,HACKNEY,LONDON FIELDS,E05009381,No
049443-09042023,2023,Apr,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,SOUTHWARK,LONDON BRIDGE & WEST BERMONDSEY,E05011104,Yes
049639-10042023,2023,Apr,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,BRENT,DOLLIS HILL,E05013500,Yes
049737-10042023,2023,Apr,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BRENT,WEMBLEY PARK,E05013516,Yes
049843-10042023,2023,Apr,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,LAMBETH,STREATHAM ST. LEONARD'S,E05014115,No
050329-11042023,2023,Apr,Other Lithium Battery,Not applicable,Oil/Incense burners,Other/Unspecified furnishings,NULL,NULL,CROYDON,WADDON,E05011487,Yes
051226-13042023,2023,Apr,Car ,Not applicable,"Engine, fuel line or pump",Internal Fittings,Petrol/Electric Hybrid,Toyota,BARNET,MILL HILL,E05013645,No
051324-13042023,2023,Apr,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Diesel/Electric Hybrid,Volkswagen,LAMBETH,CLAPHAM PARK,E05014101,No
051680-14042023,2023,Apr,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,LAMBETH,CLAPHAM COMMON & ABBEVILLE,E05014099,Yes
053203-17042023,2023,Apr,e-cigarette,Electricity,e-Smoking equipment,Bedding,NULL,NULL,ISLINGTON,LAYCOCK,E05013708,No
053588-18042023,2023,Apr,Other Lithium Battery,Not applicable,Not known,Not known,NULL,NULL,SUTTON,BEDDINGTON,E05013754,Yes
054576-20042023,2023,Apr,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,TOWER HAMLETS,POPLAR,E05009328,Yes
054936-20042023,2023,Apr,Car ,Electricity,"Wiring, cabling, plugs",Plastic - raw material only,Petrol/Electric Hybrid,Toyota,BARNET,WOODHOUSE,E05013651,No
054988-21042023,2023,Apr,Car ,Unknown,Not known,Foam - raw material only,Petrol/Electric Hybrid,Toyota,REDBRIDGE,CLAYHALL,E05011239,No
056038-23042023,2023,Apr,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,WHITECHAPEL,E05009336,Yes
056142-23042023,2023,Apr,Other Lithium Battery,Electricity,Other,Garden shed,NULL,NULL,NEWHAM,PLAISTOW NORTH,E05013918,Yes
057020-25042023,2023,Apr,e-scooter,Electricity,E-Scooter,Plastic - raw material only,NULL,NULL,CAMDEN,KILBURN,E05013665,Yes
057135-25042023,2023,Apr,Other Lithium Battery,Electricity,"Batteries, generators",Chemicals in raw state,NULL,NULL,BROMLEY,BIGGIN HILL,E05013989,Yes
059100-29042023,2023,Apr,Car ,Not applicable,Liquids; petrol/oil related,Other item,Petrol/Electric Hybrid,Ford,TOWER HAMLETS,SHADWELL,E05009332,No
059206-29042023,2023,Apr,e-bike,Electricity,E-Bike,Other item,Electric batteries,UNKNOWN,TOWER HAMLETS,WHITECHAPEL,E05009336,Yes
059636-29042023,2023,Apr,e-bike,Electricity,E-Bike,Other item,NULL,NULL,KENSINGTON AND CHELSEA,DALGARNO,E05009394,Yes
060630-01052023,2023,May,Motorcycle ,Not applicable,Matches,Petrol/Oil products,Petrol/Electric Hybrid,NULL,HOUNSLOW,BEDFONT,E05013606,No
062323-04052023,2023,May,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,HILLINGDON,NORTHWOOD HILLS,E05013575,Yes
062387-04052023,2023,May,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,SHEPHERD'S BUSH GREEN,E05013748,No
062565-05052023,2023,May,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified material for recycling,Diesel/Biodiesel,UNKNOWN,NEWHAM,EAST HAM SOUTH,E05013910,Yes
062851-05052023,2023,May,Bus/coach ,Not applicable,"Engine, fuel line or pump",Other item,Diesel/Electric Hybrid,Other,CROYDON,WOODSIDE,E05011489,No
063171-06052023,2023,May,e-bike,Electricity,E-Bike,Other item,NULL,NULL,ISLINGTON,ST. PETER'S & CANALSIDE,E05013711,Yes
063510-07052023,2023,May,Car ,Electricity,Vehicle electrical fault,Internal Fittings,Petrol/Electric Hybrid,Toyota,ENFIELD,BULLSMOOR,E05013675,No
064538-08052023,2023,May,e-bike,Electricity,"Batteries, generators",Printed circuit board,Electric batteries,Other,CROYDON,NORBURY & POLLARDS HILL,E05011472,No
064910-09052023,2023,May,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,CAMDEN,WEST HAMPSTEAD,E05013671,Yes
065434-10052023,2023,May,Other Lithium Battery,Not applicable,Cigarette lighter,Household paper/Cardboard,NULL,NULL,LEWISHAM,TELEGRAPH HILL,E05013732,Yes
065625-11052023,2023,May,Other Lithium Battery,Electricity,"Batteries, generators","Paper, cardboard",NULL,NULL,WANDSWORTH,ST. MARY'S,E05014018,Yes
065937-11052023,2023,May,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Mercedes,EALING,EALING COMMON,E05013521,No
066756-13052023,2023,May,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,BRENT,HARLESDEN & KENSAL GREEN,E05013501,Yes
067172-14052023,2023,May,Car ,Not applicable,"Engine, fuel line or pump",Unspecified internal fitting/part of structure,Petrol/Electric Hybrid,Mercedes,HILLINGDON,HEATHROW VILLAGES,E05013570,No
068073-15052023,2023,May,Car ,Electricity,Vehicle electrical fault,Internal Fittings,Petrol/Electric Hybrid,Toyota,BARNET,FRIERN BARNET,E05013640,No
068353-16052023,2023,May,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,HACKNEY,SHACKLEWELL,E05009382,Yes
068867-17052023,2023,May,e-bike,Electricity,E-Bike,Other item,Electric batteries,Other,WESTMINSTER,WESTBOURNE,E05013809,Yes
068998-17052023,2023,May,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,WESTMINSTER,PIMLICO NORTH,E05013802,Yes
070618-20052023,2023,May,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,NEWHAM,GREEN STREET WEST,E05013914,Yes
070966-20052023,2023,May,e-bike,Electricity,E-Bike,Other item,NULL,NULL,WANDSWORTH,ROEHAMPTON,E05014017,Yes
071385-21052023,2023,May,e-cigarette,Electricity,e-Smoking equipment,Household paper/Cardboard,NULL,NULL,BROMLEY,BIGGIN HILL,E05013989,No
